Reference;Planet name;Column 3
6115;Martinduncan;Martinduncan
12456;Genichiaraki;Genichiaraki
4991;Hansuess;Hansuess
40134;Marsili;Marsili
3257;Hanzlik;"Hanzl&#237;k"
73046;Davidmann;Davidmann
21022;Ike;Ike
1744;Harriet;Harriet
31844;Mattwill;Mattwill
11545;Hashimoto;Hashimoto
62;Erato;Erato
10616;Inouetakeshi;Inouetakeshi
17759;Hatta;Hatta
157473;Emuno;Emuno
54563;Kinokonasu;Kinokonasu
7308;Hattori;Hattori
9102;Foglar;Foglar
8216;Melosh;Melosh
1824;Haworth;Haworth
1467;Mashona;Mashona
3166;Klondike;Klondike
8462;Hazelsears;Hazelsears
184318;Fosanelli;Fosanelli
30558;Jamesoconnor;Jamesoconnor
4373;Crespo;Crespo
10101;Fourier;Fourier
129064;Jeanneladewig;Jeanneladewig
8775;Cristata;Cristata
4126;Mashu;Mashu
29348;Criswick;Criswick
7115;Franciscuszeno;Franciscuszeno
4969;Lawrence;Lawrence
33696;Crouchley;Crouchley
300226;Francocanepari;Francocanepari
16203;Jessicastahl;Jessicastahl
1754;Cunningham;Cunningham
21466;Franpelrine;Franpelrine
5154;Leonov;Leonov
6223;Dahl;Dahl
19354;Fredkoehler;Fredkoehler
6134;Kamagari;Kamagari
4226;Damiaan;Damiaan
2024;McLaughlin;McLaughlin
27439;Kamimura;Kamimura
16529;Dangoldin;Dangoldin
28934;Meagancurrie;Meagancurrie
32021;Lilyjenkins;Lilyjenkins
24236;Danielberger;Danielberger
5223;McSween;McSween
24609;Evgenij;Evgenij
11203;Danielbetten;Danielbetten
11253;Mesyats;Mesyats
28765;Katherinewu;Katherinewu
22838;Darcyhampton;Darcyhampton
7062;Meslier;Meslier
28527;Kathleenrose;Kathleenrose
4495;Dassanowsky;Dassanowsky
130067;Marius-Phaneuf;Marius-Phaneuf
19766;Katiedavis;Katiedavis
121865;Dauvergne;Dauvergne
4655;Marjoriika;Marjoriika
5256;Farquhar;Farquhar
28654;Davidcaine;Davidcaine
11433;Gemmafrisius;Gemmafrisius
204370;Ferdinandvanek;"Ferdinandvan&#283;k"
190310;De;Martin
7984;Marius;Marius
3268;De;Sanctis
4296;van;Woerkom
2359;Debehogne;Debehogne
4415;Echnaton;Echnaton
10628;Feuerbacher;Feuerbacher
17265;Debennett;Debennett
1338;Duponta;Duponta
19293;Dedekind;Dedekind
16241;Dvorsky;Dvorsky
11149;Tateshina;Tateshina
99201;Sattler;Sattler
16232;Chijagerbs;Chijagerbs
88611;Teharonhiawako;Teharonhiawako
232409;Dubes;Dubes
5006;Teller;Teller
22546;Schickler;Schickler
9090;Chirotenmondai;Chirotenmondai
6432;Temirkanov;Temirkanov
128607;Richhund;Richhund
18399;Tentoumushi;Tentoumushi
30836;Schnittke;Schnittke
11667;Testa;Testa
70850;Schur;Schur
10809;Majsterrojr;Majsterrojr
31618;Tharakan;Tharakan
2119;Schwall;Schwall
22784;Theresaoei;Theresaoei
18449;Rikwouters;Rikwouters
5492;Thoma;Thoma
21932;Rios;Rios
18653;Christagunt;"Christag&#252;nt"
245158;Thomasandrews;Thomasandrews
164006;Thierry;Thierry
13240;Thouvay;Thouvay
24074;Thomasjohnson;Thomasjohnson
3801;Thrasymedes;Thrasymedes
6868;Seiyauyeda;Seiyauyeda
4326;McNally;McNally
18568;Thuillot;Thuillot
239593;Tianwenbang;Tianwenbang
366852;Ti;Ti
2529;Rockwell;Kent
2209;Tianjin;Tianjin
28803;Roe;Roe
2895;Memnon;Memnon
33516;Timonen;Timonen
18627;Rogerbonnet;Rogerbonnet
8679;Tingstade;"Tingst&#228;de"
13196;Rogerssmith;Rogerssmith
29650;Toldy;Toldy
114987;Tittel;Tittel
87954;Tomkaye;Tomkaye
117435;Severochoa;Severochoa
12387;Tomokofujiwara;Tomokofujiwara
14941;Tomswift;Tomswift
4931;Tomsk;Tomsk
615;Roswitha;Roswitha
13079;Toots;Toots
134125;Shaundaly;Shaundaly
3735;Trebon;"T&#345;ebo&#328;"
3150;Tosa;Tosa
13716;Trevino;Trevino
4441;Toshie;Toshie
2037;Tripaxeptalis;Tripaxeptalis
6381;Toyama;Toyama
2740;Tsoj;Tsoj
318412;Tramelan;Tramelan
8044;Tsuchiyama;Tsuchiyama
4634;Shibuya;Shibuya
4097;Tsurugisan;Tsurugisan
715;Transvaalia;Transvaalia
5215;Tsurui;Tsurui
7073;Rudbelia;Rudbelia
23950;Tsusakamoto;Tsusakamoto
9937;Triceratops;Triceratops
8985;Tula;Tula
65692;Trifu;Trifu
5036;Tuttle;Tuttle
2522;Triglav;Triglav
1279;Uganda;Uganda
19441;Trucpham;Trucpham
27827;Ukai;Ukai
1427;Ruvuma;Ruvuma
9012;Benner;Benner
5575;Ryanpark;Ryanpark
318698;Barthalajos;Barthalajos
18284;Tsereteli;Tsereteli
28248;Barthelemy;Barthelemy
6767;Shirvindt;Shirvindt
19980;Barrysimon;Barrysimon
9146;Tulikov;Tulikov
2306;Bauschinger;Bauschinger
6229;Tursachan;Tursachan
3161;Beadell;Beadell
22791;Twarog;Twarog
33274;Beaubingham;Beaubingham
33100;Udine;Udine
5102;Benfranklin;Benfranklin
4452;Ullacharles;Ullacharles
3498;Belton;Belton
16356;Univbalttech;Univbalttech
3278;Behounek;"B&#283;hounek"
459;Signe;Signe
26488;Beiser;Beiser
24679;Van;Rensbergen
2855;Bastian;Bastian
4793;Slessor;Slessor
1286;Banachiewicza;Banachiewicza
12386;Nikolova;Nikolova
327982;Balducci;Balducci
4022;Nonna;Nonna
16116;Balakrishnan;Balakrishnan
9536;Statler;Statler
30136;Bakerfranke;Bakerfranke
6482;Steiermark;Steiermark
30934;Bakerhansen;Bakerhansen
2867;Steins;"&#352;teins"
6816;Barbcohen;Barbcohen
13253;Stejneger;Stejneger
6315;Barabash;Barabash
25680;Walterhansen;Walterhansen
180739;Barbet;Barbet
9350;Waseda;Waseda
6695;Barrettduff;Barrettduff
729;Watsonia;Watsonia
2730;Barks;Barks
9498;Westerbork;Westerbork
776;Berbericia;Berbericia
21564;Widmanstatten;"Widmanst&#228;tten"
19741;Callahan;Callahan
44216;Olivercabasa;Olivercabasa
4359;Berlage;Berlage
4310;Stromholm;"Str&#246;mholm"
26970;Elias;"Eli&#225;&#353;"
18851;Winmesser;Winmesser
33004;Dianesipiera;Dianesipiera
13368;Wlodekofman;Wlodekofman
10726;Elodie;Elodie
167976;Ormsbymitchel;Ormsbymitchel
22685;Dominguez;Dominguez
5823;Oryo;Oryo
5186;Donalu;Donalu
7584;Ossietzky;Ossietzky
9926;Desch;Desch
7194;Susanrose;Susanrose
8225;Emerson;Emerson
8101;Yasue;Yasue
33801;Emilyshi;Emilyshi
30245;Paigesmith;Paigesmith
9497;Dwingeloo;Dwingeloo
18840;Yoshioba;Yoshioba
27714;Dochu;Dochu
15106;Swanson;Swanson
5567;Durisen;Durisen
26963;Palorapavy;"Palorapav&#253;"
8283;Edinburgh;Edinburgh
4374;Tadamori;Tadamori
65894;Echizenmisaki;Echizenmisaki
21717;Pang;Pang
11968;Demariotte;Demariotte
6746;Zagar;Zagar
332733;Drolshagen;Drolshagen
85267;Taj;Mahal
52457;Enquist;Enquist
23741;Takaaki;Takaaki
3053;Dresden;Dresden
9041;Takane;Takane
263613;Enol;Enol
21728;Zhuzhirui;Zhuzhirui
23452;Drew;Drew
384815;Zolnowski;"&#379;o&#322;nowski"
4693;Drummond;Drummond
6738;Tanabe;Tanabe
5649;Donnashirley;Donnashirley
12511;Patil;Patil
8797;Duffard;Duffard
1347;Patria;Patria
29980;Dougsimons;Dougsimons
436;Patricia;Patricia
10785;Dejaiffe;Dejaiffe
38250;Tartois;Tartois
33537;Doungnga;Doungnga
6015;Paularego;Paularego
12189;Dovgyj;Dovgyj
3699;Milbourn;Milbourn
46722;Ireneadler;Ireneadler
117640;Millsellie;Millsellie
21730;Ignaciorod;Ignaciorod
54967;Millucci;Millucci
10773;Jamespaton;Jamespaton
3840;Mimistrobell;Mimistrobell
30187;Jamesroney;Jamesroney
1079;Mimosa;Mimosa
16724;Ullilotzmann;Ullilotzmann
3633;Mira;Mira
9696;Jaffe;Jaffe
11194;Mirna;Mirna
10179;Ishigaki;Ishigaki
132820;Miskotte;Miskotte
;"name=""V"">";-13474
25750;Miwnay;Miwnay
40774;Iwaigame;Iwaigame
24779;Presque;Isle
1522;Kokkola;Kokkola
884;Priamus;Priamus
6361;Koppel;Koppel
113256;Prum;"Pr&#252;m"
6404;Vanavara;Vanavara
10707;Prunariu;Prunariu
3601;Velikhov;Velikhov
281820;Monnaves;Monnaves
11886;Kraske;Kraske
5341;Purgathofer;Purgathofer
245;Vera;Vera
367693;Montmagastrell;Montmagastrell
4923;Clarke;Clarke
432;Pythia;Pythia
2599;Veseli;"Vesel&#237;"
8643;Quercus;Quercus
52337;Compton;Compton
233472;Moorcroft;Moorcroft
361530;Victorfranzhess;Victorfranzhess
369423;Quintegr'al;Quintegr'al
497;Iva;Iva
25955;Radway;Radway
7067;Kiyose;Kiyose
42523;Ragazzileonardo;Ragazzileonardo
488;Kreusa;Kreusa
6935;Morisot;Morisot
9421;Violilla;Violilla
30179;Movva;Movva
23735;Cohen;Cohen
21708;Mulhall;Mulhall
269589;Kryachko;Kryachko
4416;Ramses;Ramses
6965;Niyodogawa;Niyodogawa
4248;Ranald;Ranald
2235;Vittore;Vittore
10894;Nakai;Nakai
94228;Leesuikwan;Leesuikwan
14028;Nakamurahiroshi;Nakamurahiroshi
9718;Gerbefremov;Gerbefremov
28682;Newhams;Newhams
321024;Gijon;Gijon
4506;Hendrie;Hendrie
10375;Michiokuga;Michiokuga
9253;Oberth;Oberth
26151;Irinokaigan;Irinokaigan
9767;Midsomer;Norton
16809;Galapagos;"Gal&#225;pagos"
11802;Ivanovski;Ivanovski
1818;Brahms;Brahms
10867;Lima;Lima
10805;Iwano;Iwano
26504;Brandonli;Brandonli
6924;Fukui;Fukui
8406;Iwaokusano;Iwaokusano
15453;Brasileirinhos;Brasileirinhos
5608;Olmos;Olmos
78577;JPL;JPL
5892;Milesdavis;Milesdavis
5347;Orestelesca;Orestelesca
7119;Hiera;Hiera
74439;Brenden;Brenden
196772;Fritzleiber;Fritzleiber
144552;Jackiesue;Jackiesue
31519;Mimamarquez;Mimamarquez
7434;Osaka;Osaka
22421;Jamesedgar;Jamesedgar
52665;Brianmay;Brianmay
58607;Wenzel;Wenzel
33502;Janetwaldeck;Janetwaldeck
27348;Mink;Mink
15316;Okagakimachi;Okagakimachi
2247;Hiroshima;Hiroshima
9974;Brody;Brody
30194;Liamyoung;Liamyoung
6094;Hisako;Hisako
1879;Broederstroom;Broederstroom
3863;Gilyarovskij;Gilyarovskij
6310;Jankonke;Jankonke
16731;Mitsumata;Mitsumata
90429;Wetmore;Wetmore
31109;Janpalous;"Janpalou&#353;"
1643;Brown;Brown
7715;Leonidarosino;Leonidarosino
22775;Jasonelloyd;Jasonelloyd
68947;Brunofunk;Brunofunk
77;Frigga;Frigga
7012;Hobbes;Hobbes
8245;Molnar;Molnar
274301;Wikipedia;Wikipedia
14872;Hoher;List
15392;Budejicky;"Bud&#283;jick&#253;"
319;Leona;Leona
7657;Jefflarsen;Jefflarsen
11464;Moser;Moser
11427;Willemkolff;Willemkolff
170900;Jendrassik;Jendrassik
18167;Buttani;Buttani
305287;Olegyankov;Olegyankov
32556;Jennivibber;Jennivibber
320880;Cabu;Cabu
25082;Williamhodge;Williamhodge
257296;Jessicaamy;Jessicaamy
952;Caia;Caia
212797;Lipei;Lipei
30063;Jessicashi;Jessicashi
16623;Muenzel;Muenzel
1777;Gehrels;Gehrels
16419;Kovalev;Kovalev
5678;DuBridge;DuBridge
9252;Goddard;Goddard
117713;Kovesligethy;"K&#246;vesligethy"
9059;Dumas;Dumas
261936;Liulin;Liulin
4430;Govorukhin;Govorukhin
211376;Joethurston;Joethurston
10976;Wubbena;Wubbena
9175;Graun;Graun
229777;ENIAC;ENIAC
322;Phaeo;Phaeo
30173;Greenwood;Greenwood
13448;Edbryce;Edbryce
25962;Yifanli;Yifanli
3073;Kursk;Kursk
30371;Johngorman;Johngorman
11260;Camargo;Camargo
5030;Gyldenkerne;Gyldenkerne
427695;Johnpazder;Johnpazder
174281;Lonsky;"Lonsk&#253;"
199838;Hafili;Hafili
2274;Ehrsson;Ehrsson
85183;Marcelayme;"Marcelaym&#233;"
247652;Hajossy;Hajossy
25250;Jonnapeterson;Jonnapeterson
218097;Maoxianxin;Maoxianxin
24232;Lanthrum;Lanthrum
11577;Einasto;Einasto
155948;Maquet;Maquet
1483;Hakoila;Hakoila
5883;Josephblack;Josephblack
179593;Penglangxiaoxue;Penglangxiaoxue
3299;Hall;Hall
8023;Josephwalker;Josephwalker
15497;Lucca;Lucca
15071;Hallerstein;Hallerstein
9417;Jujiishii;Jujiishii
1292;Luce;Luce
117614;Hannahmclain;Hannahmclain
23355;Elephenor;Elephenor
9025;Polanskey;Polanskey
266051;Hannawieser;Hannawieser
15543;Elizateel;Elizateel
435728;Yunlin;Yunlin
11019;Hansrott;Hansrott
277;Elvira;Elvira
13146;Yuriko;Yuriko
154004;Haolei;Haolei
10174;Emicka;"Emi&#269;ka"
6659;Pietsch;Pietsch
1903;Adzhimushkaj;Adzhimushkaj
274860;Emilylakdawalla;Emilylakdawalla
33958;Zaferiou;Zaferiou
1064;Aethusa;Aethusa
4282;Endate;Endate
117874;Picodelteide;Picodelteide
2734;Hasek;"Ha&#353;ek"
210032;Enricocastellani;Enricocastellani
8036;Maehara;Maehara
118214;Agnesediboemia;Agnesediboemia
48720;Enricomentana;Enricomentana
22597;Lynzielinski;Lynzielinski
4771;Hayashi;Hayashi
12301;Eotvos;"E&#246;tv&#246;s"
6203;Lyubamoroz;Lyubamoroz
8339;Kosovichia;Kosovichia
9010;Candelo;Candelo
11401;Pierralba;Pierralba
17225;Alanschorn;Alanschorn
1391;Carelia;Carelia
26466;Zarrin;Zarrin
242;Kriemhild;Kriemhild
491;Carina;Carina
5267;Zegmott;Zegmott
11261;Krisbecker;Krisbecker
16249;Cauchy;Cauchy
17095;Mahadik;Mahadik
5927;Krogh;Krogh
31483;Caulfield;Caulfield
12935;Zhengzhemin;Zhengzhemin
7226;Kryl;Kryl
8112;Cesi;Cesi
21725;Zhongyuechen;Zhongyuechen
18785;Betsywelsh;Betsywelsh
4047;Chang'E;Chang'E
195657;Zhuangqining;Zhuangqining
2296;Kugultinov;Kugultinov
21436;Chaoyichi;Chaoyichi
6087;Lupo;Lupo
4837;Bickerton;Bickerton
3623;Chaplin;Chaplin
12088;Macalintal;Macalintal
14335;Alexosipov;Alexosipov
21128;Chapuis;Chapuis
2204;Lyyli;Lyyli
23307;Alexramek;Alexramek
33536;Charpugdee;Charpugdee
486239;Zosiakaczmarek;Zosiakaczmarek
20234;Billgibson;Billgibson
2010;Chebyshev;Chebyshev
32821;Posch;Posch
22577;Alfiuccio;Alfiuccio
151362;Chenkegong;Chenkegong
6172;Prokofeana;Prokofeana
3174;Alcock;Alcock
2701;Cherson;Cherson
128633;Queyras;Queyras
140038;Kurushima;Kurushima
34153;Deeannguo;Deeannguo
157693;Amandamarty;Amandamarty
5112;Kusaji;Kusaji
30363;Dellasantina;Dellasantina
10712;Malashchuk;Malashchuk
5572;Bliskunov;Bliskunov
3058;Delmary;Delmary
10550;Malmo;"Malm&#246;"
55755;Blythe;Blythe
240022;Demitra;Demitra
5248;Scardia;Scardia
3205;Boksenberg;Boksenberg
20243;Den;Bosch
13677;Alvin;Alvin
16804;Bonini;Bonini
8729;Descour;Descour
24060;Schimenti;Schimenti
14040;Andrejka;Andrejka
337;Devosa;Devosa
126748;Mariegerbet;Mariegerbet
5152;Labs;Labs
18184;Dianepark;Dianepark
55112;Mariangela;Mariangela
359426;Lacks;Lacks
10093;Diesel;Diesel
266;Aline;Aline
31559;Alonmillet;Alonmillet
10808;Digerrojr;Digerrojr
261109;Annie;Annie
21663;Banat;Banat
2765;Dinant;Dinant
59830;Reynek;Reynek
141496;Bartkevicius;Bartkevicius
28948;Disalvo;Disalvo
6553;Seehaus;Seehaus
3931;Batten;Batten
30778;Doblin;"D&#246;blin"
906;Repsolda;Repsolda
22291;Heitifer;Heitifer
11064;Dogen;Dogen
14206;Sehnal;Sehnal
18509;Bellini;Bellini
192293;Dominikbrunner;Dominikbrunner
33691;Andrewchiang;Andrewchiang
27197;Andrewliu;Andrewliu
113950;Donbaldwin;Donbaldwin
25981;Shahmirian;Shahmirian
29658;Henrylin;Henrylin
30241;Donnamower;Donnamower
4618;Shakhovskoj;Shakhovskoj
24138;Benjaminlu;Benjaminlu
78578;Donpettit;Donpettit
7148;Reinholdbien;Reinholdbien
5293;Bentengahama;Bentengahama
73693;Dorschner;Dorschner
64291;Anglee;Anglee
215089;Hermanfrid;Hermanfrid
13122;Drava;Drava
6567;Shigemasa;Shigemasa
8769;Arctictern;Arctictern
4565;Grossman;Grossman
6120;Anhalt;Anhalt
10239;Hermann;Hermann
217603;Grove;Creek
25509;Rodwong;Rodwong
31677;Audreyglende;Audreyglende
26355;Grueber;Grueber
25049;Christofnorn;Christofnorn
2526;Alisary;Alisary
2185;Guangdong;Guangdong
2560;Siegma;Siegma
6127;Hetherington;Hetherington
19185;Guarneri;Guarneri
10369;Sinden;Sinden
8257;Andycheng;Andycheng
185216;Gueiren;Gueiren
22253;Sivers;Sivers
43751;Asam;Asam
13328;Guetter;Guetter
8241;Agrius;Agrius
22341;Francispoulenc;Francispoulenc
2012;Guo;Shou-Jing
17193;Alexeybaran;Alexeybaran
20038;Arasaki;Arasaki
189018;Guokeda;Guokeda
2431;Skovoroda;Skovoroda
34273;Franklynwang;Franklynwang
157271;Gurtovenko;Gurtovenko
26447;Akrishnan;Akrishnan
4905;Hiromi;Hiromi
1971;Hagihara;Hagihara
4797;Ako;Ako
6978;Hironaka;Hironaka
12802;Hagino;Hagino
36445;Smalley;Smalley
678;Fredegundis;Fredegundis
5468;Hamatonbetsu;Hamatonbetsu
7428;Abekuniomi;Abekuniomi
90;Antiope;Antiope
34267;Haniya;Haniya
26401;Sobotiste;"Soboti&#353;te"
10303;Freret;"Fr&#233;ret"
2003;Harding;Harding
3872;Akirafujii;Akirafujii
3380;Awaji;Awaji
19482;Harperlee;Harperlee
9865;Akiraohta;Akiraohta
10601;Hiwatashi;Hiwatashi
11095;Havana;Havana
210210;Songjian;Songjian
8122;Holbein;Holbein
11718;Hayward;Hayward
162002;Spalatin;Spalatin
9266;Holger;Holger
19398;Creedence;Creedence
12607;Alcaeus;Alcaeus
6165;Frolova;Frolova
28443;Crisara;Crisara
15129;Sparks;Sparks
17445;Avatcha;Avatcha
20690;Crivello;Crivello
5493;Spitzweg;Spitzweg
30174;Hollyjackson;Hollyjackson
15017;Cuppy;Cuppy
5598;Carlmurray;Carlmurray
841;Arabella;Arabella
14232;Curtismiller;Curtismiller
23801;Erikgustafson;Erikgustafson
4873;Fukaya;Fukaya
28957;Danielfulop;Danielfulop
2369;Chekhov;Chekhov
609;Fulvia;Fulvia
6132;Danielson;Danielson
25479;Ericshyu;Ericshyu
6300;Hosamu;Hosamu
41;Daphne;Daphne
15170;Erikdeul;Erikdeul
3814;Hoshi-no-mura;Hoshi-no-mura
30935;Davasobel;Davasobel
73442;Feruglio;Feruglio
8218;Hosty;Hosty
13329;Davidhardy;Davidhardy
47144;Faulkes;Faulkes
1992;Galvarino;Galvarino
23048;Davidnelson;Davidnelson
2253;Espinette;Espinette
7953;Kawaguchi;Kawaguchi
65821;De;Curtis
26177;Fabiodolfi;Fabiodolfi
26170;Kazuhiko;Kazuhiko
134244;De;Young
25639;Fedina;Fedina
117610;Keithmahoney;Keithmahoney
3893;DeLaeter;DeLaeter
5012;Eurymedon;Eurymedon
6773;Kellaway;Kellaway
13395;Deconihout;Deconihout
5261;Eureka;Eureka
8730;Iidesan;Iidesan
2668;Tataria;Tataria
1021;Flammario;Flammario
22999;Irizarry;Irizarry
4246;Telemann;Telemann
17807;Ericpearce;Ericpearce
5153;Gierasch;Gierasch
3808;Tempel;Tempel
7940;Erichmeyer;Erichmeyer
4878;Gilhutton;Gilhutton
22783;Teng;Teng
10900;Folkner;Folkner
7452;Izabelyuria;Izabelyuria
218752;Tentlingen;Tentlingen
5333;Kanaya;Kanaya
8696;Kjeriksson;Kjeriksson
6481;Tenzing;Tenzing
28819;Karinritchey;Karinritchey
3386;Klementinum;Klementinum
16807;Terasako;Terasako
11364;Karlstejn;"Karl&#353;tejn"
18027;Gokcay;Gokcay
44027;Termain;Termain
17273;Karnik;Karnik
21713;Michaelolson;Michaelolson
30200;Terryburch;Terryburch
33372;Jonathanchung;Jonathanchung
79086;Gorgasali;Gorgasali
24919;Teruyoshi;Teruyoshi
22102;Karenlamb;Karenlamb
25486;Michaelwham;Michaelwham
3765;Texereau;Texereau
85200;Johnhault;Johnhault
35403;Latimer;Latimer
21956;Thangada;Thangada
3882;Johncox;Johncox
130088;Grantcunningham;Grantcunningham
1545;Thernoe;"Thern&#246;e"
1976;Kaverin;Kaverin
11190;Jennibell;Jennibell
1161;Thessalia;Thessalia
32213;Joshuachoe;Joshuachoe
100019;Gregorianik;Gregorianik
23262;Thiagoolson;Thiagoolson
129185;Jonburroughs;Jonburroughs
9223;Leifandersson;Leifandersson
1023;Thomana;Thomana
3152;Jones;Jones
5519;Lellouch;Lellouch
4830;Thomascooley;Thomascooley
3984;Chacos;Chacos
25678;Ericfoss;Ericfoss
11746;Thomjansen;Thomjansen
2984;Chaucer;Chaucer
163;Erigone;Erigone
934;Thuringia;"Th&#252;ringia"
202736;Julietclare;Julietclare
250354;Lewicdeparis;Lewicdeparis
17768;Tigerlily;Tigerlily
8126;Chanwainam;Chanwainam
6984;Lewiscarroll;Lewiscarroll
25960;Timheckman;Timheckman
12289;Carnot;Carnot
2004;Lexell;Lexell
7007;Timjull;Timjull
58279;Kamerlingh;Kamerlingh
18151;Licchelli;Licchelli
84943;Timothylinn;Timothylinn
25122;Kaitlingus;Kaitlingus
11709;Eudoxos;Eudoxos
593;Titania;Titania
8491;Joelle-gilles;Joelle-gilles
8317;Eurysaces;Eurysaces
10012;Tmutarakania;Tmutarakania
9677;Gowlandhopkins;Gowlandhopkins
5675;Evgenilebedev;Evgenilebedev
19731;Tochigi;Tochigi
11707;Grigery;Grigery
28780;Lisadeaver;Lisadeaver
6383;Tokushima;Tokushima
55;Pandora;Pandora
5987;Liviogratton;Liviogratton
62503;Tomcave;Tomcave
11392;Paulpeeters;Paulpeeters
28916;Logancollins;Logancollins
343322;Tomskuniver;Tomskuniver
72834;Guywells;Guywells
2243;Lonnrot;"L&#246;nnrot"
69260;Tonyjudt;Tonyjudt
10382;Hadamard;Hadamard
37627;Lucaparmitano;Lucaparmitano
1471;Tornio;Tornio
22582;Patmiller;Patmiller
6112;Ludolfschultz;Ludolfschultz
1685;Toro;Toro
26879;Haines;Haines
13088;Filipportera;Filipportera
5939;Toshimayeda;Toshimayeda
12229;Paulsson;Paulsson
24351;Fionawood;Fionawood
22494;Trillium;Trillium
92300;Hagelin;Hagelin
3665;Fitzgerald;Fitzgerald
24204;Trinkle;Trinkle
11715;Harperclark;Harperclark
8752;Flammeus;Flammeus
25819;Tripathi;Tripathi
10173;Hanzelkazikmund;Hanzelkazikmund
7228;MacGillivray;MacGillivray
3702;Trubetskaya;Trubetskaya
8585;Purpurea;Purpurea
18426;Maffei;Maffei
23258;Tsuihark;Tsuihark
52301;Qumran;Qumran
129216;Chloecastle;Chloecastle
10914;Tucker;Tucker
;"name=""R"">";-46632
21676;Maureenanne;Maureenanne
2491;Tvashtri;Tvashtri
2122;Pyatiletka;Pyatiletka
129051;Chrismay;Chrismay
9387;Tweedledee;Tweedledee
23722;Gulak;Gulak
24219;Chrisodom;Chrisodom
17681;Tweedledum;Tweedledum
11144;Radiocommunicata;Radiocommunicata
28467;Maurentejamie;Maurentejamie
40023;ANPCEN;ANPCEN
9797;Raes;Raes
9222;Chubey;Chubey
25992;Benjamensun;Benjamensun
7497;Guangcaishiye;Guangcaishiye
149;Medusa;Medusa
175282;Benhida;Benhida
3048;Guangzhou;Guangzhou
2213;Meeus;Meeus
128065;Bartbenjamin;Bartbenjamin
799;Gudula;Gudula
29705;Cialucy;Cialucy
22908;Bayefsky-Anand;Bayefsky-Anand
17224;Randoross;Randoross
14032;Mego;Mego
15620;Beltrami;Beltrami
3941;Haydn;Haydn
13993;Clemenssimmer;Clemenssimmer
363504;Belleau;Belleau
9165;Raup;Raup
1982;Cline;Cline
3737;Beckman;Beckman
7098;Reaumur;"R&#233;aumur"
21914;Melakabinoff;Melakabinoff
4866;Badillo;Badillo
6908;Kunimoto;Kunimoto
15403;Merignac;Merignac
11284;Belenus;Belenus
13792;Kuscynskyj;"Ku&#353;&#269;ynskyj"
25159;Michaelwest;Michaelwest
95982;Beish;Beish
5629;Kuwana;Kuwana
1045;Michela;Michela
26757;Bastei;Bastei
27422;Robheckman;Robheckman
346886;Middelburg;Middelburg
2549;Baker;Baker
159013;Kyleturner;Kyleturner
30406;Middleman;Middleman
17784;Banerjee;Banerjee
8221;La;Condamine
99949;Miepgies;Miepgies
17803;Barish;Barish
9796;Robotti;Robotti
8433;Brachyrhynchus;Brachyrhynchus
107;Camilla;Camilla
2703;Rodari;Rodari
129201;Brandenallen;Brandenallen
10673;Berezhnoy;Berezhnoy
191341;Lanczos;"L&#225;nczos"
29725;Mikewest;Mikewest
176711;Canmore;Canmore
1269;Rollandia;Rollandia
29760;Milevsko;Milevsko
18562;Ellenkey;Ellenkey
100268;Rosenthal;Rosenthal
15947;Milligan;Milligan
5087;Emel'yanov;Emel'yanov
17496;Augustinus;Augustinus
9972;Minoruoda;Minoruoda
24701;Elyu-Ene;Elyu-Ene
12042;Laques;Laques
4724;Brocken;Brocken
31491;Demessie;Demessie
18343;Asja;Asja
21089;Mochizuki;Mochizuki
23944;Dusser;Dusser
276781;Montchaibeux;Montchaibeux
8889;Mockturtle;Mockturtle
12496;Ekholm;Ekholm
57;Mnemosyne;Mnemosyne
30917;Moehorgan;Moehorgan
21367;Edwardpleva;Edwardpleva
18725;Atacama;Atacama
159629;Brunszvik;Brunszvik
6628;Dondelia;Dondelia
11118;Modra;Modra
1428;Mombasa;Mombasa
280641;Edosara;Edosara
9680;Molina;Molina
4731;Monicagrady;Monicagrady
10330;Durkheim;Durkheim
6676;Monet;Monet
27450;Monzon;Monzon
27917;Edoardo;Edoardo
5033;Mistral;Mistral
103740;Budinger;Budinger
26495;Eichorn;Eichorn
69961;Millosevich;Millosevich
268669;Bunun;Bunun
15231;Ehdita;Ehdita
7939;Asphaug;Asphaug
3447;Burckhalter;Burckhalter
9777;Enterprise;Enterprise
25629;Mukherjee;Mukherjee
787;Moskva;Moskva
24027;Downs;Downs
13112;Montmorency;Montmorency
2708;Burns;Burns
16239;Dower;Dower
34141;Antonwu;Antonwu
24837;Msecke;Zehrovice
269390;Igortkachenko;Igortkachenko
69754;Mosesmendel;Mosesmendel
9934;Caccioppoli;Caccioppoli
123852;Janboda;"J&#225;nbo&#271;a"
8672;Morse;Morse
278384;Mudanjiang;Mudanjiang
134003;Ingridgalinsky;Ingridgalinsky
5122;Mucha;Mucha
21438;Camibarnett;Camibarnett
704;Interamnia;Interamnia
3845;Neyachenko;Neyachenko
44016;Jimmypage;Jimmypage
1942;Jablunka;Jablunka
4701;Milani;Milani
6359;Dubinin;Dubinin
99906;Uofalberta;Uofalberta
27405;Danielfeeny;Danielfeeny
25472;Joanoro;Joanoro
6386;Keithnoll;Keithnoll
34208;Danielzhang;Danielzhang
27301;Joeingalls;Joeingalls
3084;Kondratyuk;Kondratyuk
129314;Dathongolish;Dathongolish
7318;Dyukov;Dyukov
